price_date,open,high,low,close,adjclose,volume,ticker,price_date_ym
2012-02-16,86.8499984741211,87.20999908447266,86.05999755859375,86.4000015258789,60.9011116027832,2298500,LMT,2012-02
2012-02-17,86.72000122070312,88.30999755859375,86.62000274658203,87.98999786376953,62.02189636230469,2734000,LMT,2012-02
2012-02-21,87.86000061035156,87.9000015258789,86.79000091552734,87.1500015258789,61.42976760864258,1738700,LMT,2012-02
2012-02-22,87.33999633789062,88.08999633789062,87.26000213623047,87.62000274658203,61.76106643676758,1241400,LMT,2012-02
2012-02-23,87.80999755859375,88.38999938964844,87.56999969482422,88.29000091552734,62.23334884643555,7431200,LMT,2012-02
2012-02-24,88.4800033569336,90.1500015258789,88.4000015258789,89.52999877929688,63.10737991333008,7279200,LMT,2012-02
2012-02-27,89.5199966430664,90.0,89.08000183105469,89.41000366210938,63.022789001464844,2905000,LMT,2012-02
2012-02-28,88.8499984741211,88.86000061035156,88.0,88.69999694824219,63.22954177856445,1866000,LMT,2012-02
2012-02-29,88.87999725341797,89.30999755859375,88.38999938964844,88.41000366210938,63.022789001464844,2832200,LMT,2012-02
2012-03-01,88.61000061035156,88.97000122070312,88.13999938964844,88.37000274658203,62.99427795410156,1608300,LMT,2012-03
2012-03-02,88.4000015258789,89.05000305175781,88.30000305175781,88.5,63.086936950683594,1334200,LMT,2012-03
2012-03-05,89.0199966430664,89.08000183105469,88.55999755859375,88.68000030517578,63.21523666381836,1458500,LMT,2012-03
2012-03-06,87.9800033569336,88.83999633789062,87.68000030517578,87.77999877929688,62.57368850708008,1442200,LMT,2012-03
2012-03-07,87.80999755859375,88.06999969482422,87.41000366210938,87.95999908447266,62.70200729370117,1280500,LMT,2012-03
2012-03-08,88.56999969482422,89.0,88.26000213623047,88.37999725341797,63.00141143798828,1159400,LMT,2012-03
2012-03-09,88.81999969482422,89.12000274658203,88.22000122070312,88.91000366210938,63.37921142578125,1177800,LMT,2012-03
2012-03-12,88.70999908447266,89.29000091552734,88.62000274658203,89.0,63.4433708190918,1113600,LMT,2012-03
2012-03-13,89.37999725341797,89.70999908447266,88.80000305175781,89.6500015258789,63.90671157836914,1626500,LMT,2012-03
2012-03-14,89.86000061035156,91.01000213623047,89.77999877929688,90.41999816894531,64.45559692382812,2039300,LMT,2012-03
2012-03-15,90.4000015258789,90.68000030517578,89.93000030517578,90.30000305175781,64.37006378173828,1382000,LMT,2012-03
2012-03-16,90.30000305175781,90.5,89.25,89.31999969482422,63.67146301269531,2116300,LMT,2012-03
2012-03-19,88.91999816894531,89.69000244140625,88.88999938964844,89.55999755859375,63.84255599975586,900000,LMT,2012-03
2012-03-20,89.29000091552734,89.55999755859375,88.63999938964844,89.33999633789062,63.68572998046875,1355500,LMT,2012-03
2012-03-21,89.30999755859375,89.72000122070312,89.26000213623047,89.44999694824219,63.76414108276367,1289800,LMT,2012-03
2012-03-22,89.12000274658203,89.66000366210938,88.83999633789062,89.4000015258789,63.7285041809082,1412400,LMT,2012-03
2012-03-23,89.5999984741211,89.87999725341797,89.19999694824219,89.7699966430664,63.992252349853516,1032600,LMT,2012-03
2012-03-26,90.2300033569336,90.7699966430664,90.08999633789062,90.63999938964844,64.61245727539062,1340000,LMT,2012-03
2012-03-27,90.63999938964844,91.08999633789062,90.55000305175781,90.8499984741211,64.76212310791016,1119700,LMT,2012-03
2012-03-28,90.77999877929688,91.08000183105469,89.31999969482422,89.69000244140625,63.93524932861328,1353700,LMT,2012-03
2012-03-29,89.47000122070312,89.69000244140625,88.83000183105469,89.62999725341797,63.89247131347656,1331500,LMT,2012-03
2012-03-30,90.0,90.16000366210938,89.5999984741211,89.86000061035156,64.05641174316406,1275100,LMT,2012-03
2012-04-02,89.41000366210938,91.61000061035156,89.41000366210938,91.16000366210938,64.98311614990234,1678000,LMT,2012-04
2012-04-03,91.0199966430664,91.41999816894531,90.6500015258789,91.06999969482422,64.91895294189453,1257700,LMT,2012-04
2012-04-04,90.86000061035156,90.94999694824219,90.26000213623047,90.33999633789062,64.3985824584961,1632700,LMT,2012-04
2012-04-05,90.04000091552734,90.7699966430664,89.83000183105469,90.1500015258789,64.26316833496094,1808400,LMT,2012-04
2012-04-09,89.36000061035156,89.36000061035156,88.70999908447266,88.73999786376953,63.258033752441406,1331600,LMT,2012-04
2012-04-10,88.5,88.63999938964844,87.66999816894531,87.66999816894531,62.49527359008789,1441100,LMT,2012-04
2012-04-11,88.37000274658203,88.94999694824219,88.2300033569336,88.48999786376953,63.07979965209961,1386800,LMT,2012-04
2012-04-12,88.80000305175781,90.41000366210938,88.69999694824219,90.16999816894531,64.27740478515625,1467900,LMT,2012-04
2012-04-13,89.93000030517578,90.58999633789062,89.29000091552734,89.30000305175781,63.657230377197266,1481300,LMT,2012-04
2012-04-16,89.55000305175781,89.80000305175781,89.08000183105469,89.56999969482422,63.84968185424805,2807200,LMT,2012-04
2012-04-17,89.54000091552734,90.77999877929688,89.02999877929688,90.5999984741211,64.58391571044922,1373200,LMT,2012-04
2012-04-18,90.29000091552734,90.7699966430664,89.93000030517578,90.37000274658203,64.41998291015625,946800,LMT,2012-04
2012-04-19,90.69999694824219,90.97000122070312,90.02999877929688,90.33999633789062,64.3985824584961,1500100,LMT,2012-04
2012-04-20,90.44999694824219,91.23999786376953,90.31999969482422,90.83999633789062,64.75499725341797,1118800,LMT,2012-04
2012-04-23,89.98999786376953,90.73999786376953,89.94000244140625,90.52999877929688,64.53401184082031,1414300,LMT,2012-04
2012-04-24,90.62999725341797,91.29000091552734,90.52999877929688,91.12999725341797,64.96170806884766,1291400,LMT,2012-04
2012-04-25,91.73999786376953,91.88999938964844,90.62000274658203,90.9800033569336,64.85480499267578,1843400,LMT,2012-04
2012-04-26,91.41000366210938,92.23999786376953,91.11000061035156,91.69999694824219,65.3680419921875,1976200,LMT,2012-04
2012-04-27,92.08000183105469,92.08999633789062,91.19999694824219,91.30000305175781,65.08291625976562,1526500,LMT,2012-04
2012-04-30,91.0999984741211,91.0999984741211,90.45999908447266,90.54000091552734,64.5411605834961,1146200,LMT,2012-04
2012-05-01,90.61000061035156,91.0199966430664,90.16000366210938,90.55000305175781,64.54828643798828,1629300,LMT,2012-05
2012-05-02,89.70999908447266,90.29000091552734,89.70999908447266,90.08000183105469,64.2132568359375,2000800,LMT,2012-05
2012-05-03,89.83000183105469,90.08000183105469,89.2300033569336,89.47000122070312,63.77839279174805,1459400,LMT,2012-05
2012-05-04,89.27999877929688,89.55000305175781,87.83000183105469,87.83000183105469,62.609352111816406,2082600,LMT,2012-05
2012-05-07,87.77999877929688,88.11000061035156,86.9800033569336,87.30999755859375,62.238643646240234,2172100,LMT,2012-05
2012-05-08,86.98999786376953,87.22000122070312,86.25,87.12999725341797,62.11034393310547,1669100,LMT,2012-05
2012-05-09,86.52999877929688,86.91000366210938,85.91999816894531,85.94999694824219,61.26919174194336,1756900,LMT,2012-05
2012-05-10,86.58999633789062,86.91000366210938,86.0,86.12000274658203,61.390377044677734,1317200,LMT,2012-05
2012-05-11,86.18000030517578,86.33000183105469,85.16999816894531,85.20999908447266,60.741676330566406,1919300,LMT,2012-05
2012-05-14,84.66000366210938,85.4000015258789,84.16999816894531,85.19999694824219,60.73455047607422,1186500,LMT,2012-05
2012-05-15,85.02999877929688,85.37000274658203,84.41999816894531,84.58999633789062,60.299720764160156,1403600,LMT,2012-05
2012-05-16,84.93000030517578,85.31999969482422,84.29000091552734,84.33000183105469,60.1143913269043,1319000,LMT,2012-05
2012-05-17,84.22000122070312,84.30000305175781,82.77999877929688,82.83000183105469,59.045101165771484,1398700,LMT,2012-05
2012-05-18,83.16000366210938,83.77999877929688,82.5999984741211,82.77999877929688,59.009464263916016,1563200,LMT,2012-05
2012-05-21,83.25,83.66000366210938,82.5199966430664,83.62999725341797,59.61538314819336,1250100,LMT,2012-05
2012-05-22,83.5999984741211,84.2300033569336,83.08999633789062,83.69000244140625,59.658164978027344,1532600,LMT,2012-05
2012-05-23,83.37000274658203,83.4800033569336,82.19000244140625,83.3499984741211,59.415794372558594,1572500,LMT,2012-05
2012-05-24,83.58000183105469,83.58000183105469,82.51000213623047,83.37000274658203,59.4300422668457,5978900,LMT,2012-05
2012-05-25,83.25,83.62000274658203,82.62000274658203,82.70999908447266,58.95956039428711,6308500,LMT,2012-05
2012-05-29,83.29000091552734,83.69000244140625,82.83000183105469,83.66000366210938,59.63676071166992,7994200,LMT,2012-05
2012-05-30,82.4000015258789,83.25,81.5199966430664,82.80000305175781,59.73775863647461,1959200,LMT,2012-05
2012-05-31,82.73999786376953,83.47000122070312,82.62000274658203,82.80000305175781,59.73775863647461,1613900,LMT,2012-05
2012-06-01,81.63999938964844,82.0199966430664,81.01000213623047,81.22000122070312,58.59785461425781,1797300,LMT,2012-06
2012-06-04,81.2300033569336,81.95999908447266,80.44000244140625,81.05000305175781,58.47520065307617,1506700,LMT,2012-06
2012-06-05,80.80999755859375,80.91999816894531,80.13999938964844,80.81999969482422,58.30925369262695,1416600,LMT,2012-06
2012-06-06,81.79000091552734,82.44000244140625,81.27999877929688,82.37999725341797,59.43477249145508,3648700,LMT,2012-06
2012-06-07,83.04000091552734,83.6500015258789,82.69000244140625,83.1500015258789,59.99029541015625,1777100,LMT,2012-06
2012-06-08,82.94000244140625,83.41000366210938,82.6500015258789,83.29000091552734,60.091270446777344,1117400,LMT,2012-06
2012-06-11,83.79000091552734,83.79000091552734,82.38999938964844,82.45999908447266,59.49246597290039,886400,LMT,2012-06
2012-06-12,83.08000183105469,83.79000091552734,82.75,83.37000274658203,60.149009704589844,1475000,LMT,2012-06
2012-06-13,82.97000122070312,83.44000244140625,82.4000015258789,82.66999816894531,59.64395523071289,1132900,LMT,2012-06
2012-06-14,82.8499984741211,83.5999984741211,82.44000244140625,83.33000183105469,60.12013626098633,1358200,LMT,2012-06
2012-06-15,83.37999725341797,83.88999938964844,83.16999816894531,83.44999694824219,60.20674514770508,1708000,LMT,2012-06
2012-06-18,83.4800033569336,84.83999633789062,83.33999633789062,84.76000213623047,61.15185546875,1500800,LMT,2012-06
2012-06-19,85.0199966430664,85.61000061035156,84.44000244140625,85.30000305175781,61.54143524169922,1498700,LMT,2012-06
2012-06-20,85.16000366210938,85.2699966430664,84.12000274658203,84.54000091552734,60.99312973022461,1156900,LMT,2012-06
2012-06-21,85.18000030517578,85.52999877929688,84.2699966430664,84.37000274658203,60.87047576904297,1618200,LMT,2012-06
2012-06-22,84.7300033569336,85.5,84.22000122070312,85.3499984741211,61.57752990722656,1567400,LMT,2012-06
2012-06-25,84.66999816894531,85.25,84.16999816894531,84.25,60.78390884399414,1532200,LMT,2012-06
2012-06-26,84.55999755859375,84.68000030517578,83.1500015258789,83.37999725341797,60.156211853027344,1480900,LMT,2012-06
2012-06-27,83.43000030517578,85.18000030517578,83.43000030517578,84.91000366210938,61.26006317138672,1245800,LMT,2012-06
2012-06-28,84.08999633789062,84.75,83.45999908447266,84.52999877929688,60.98590087890625,1049700,LMT,2012-06
2012-06-29,86.0,87.08999633789062,86.0,87.08000183105469,62.825660705566406,2172800,LMT,2012-06
2012-07-02,87.31999969482422,87.6500015258789,86.51000213623047,87.16000366210938,62.88340377807617,1088000,LMT,2012-07
2012-07-03,87.22000122070312,87.51000213623047,87.08999633789062,87.51000213623047,63.135894775390625,1076400,LMT,2012-07
2012-07-05,87.16000366210938,87.54000091552734,86.8499984741211,87.0,62.76798629760742,1738700,LMT,2012-07
2012-07-06,86.43000030517578,87.0,86.11000061035156,86.86000061035156,62.66694259643555,893000,LMT,2012-07
2012-07-09,86.88999938964844,87.55000305175781,86.81999969482422,87.38999938964844,63.04930877685547,1384000,LMT,2012-07
2012-07-10,87.66999816894531,88.2300033569336,86.70999908447266,87.0199966430664,62.782352447509766,963200,LMT,2012-07
2012-07-11,87.0999984741211,87.30000305175781,86.5199966430664,86.83999633789062,62.652503967285156,1402100,LMT,2012-07
2012-07-12,86.41000366210938,86.61000061035156,85.6500015258789,86.0199966430664,62.06089782714844,1610200,LMT,2012-07
2012-07-13,86.12999725341797,87.33000183105469,86.0999984741211,87.25,62.94831085205078,1378300,LMT,2012-07
2012-07-16,87.01000213623047,87.22000122070312,86.16000366210938,87.13999938964844,62.868934631347656,1118300,LMT,2012-07
2012-07-17,87.13999938964844,87.80999755859375,86.72000122070312,87.43000030517578,63.078182220458984,1300400,LMT,2012-07
2012-07-18,87.4000015258789,88.66999816894531,87.2699966430664,88.5999984741211,63.92230224609375,1154000,LMT,2012-07
2012-07-19,88.80000305175781,88.80000305175781,87.7699966430664,88.51000213623047,63.85734176635742,1234700,LMT,2012-07
2012-07-20,88.06999969482422,88.48999786376953,87.37999725341797,87.70999908447266,63.28017807006836,1348300,LMT,2012-07
2012-07-23,86.9000015258789,87.29000091552734,86.56999969482422,86.91000366210938,62.70302200317383,1541200,LMT,2012-07
2012-07-24,87.48999786376953,89.16000366210938,86.93000030517578,87.79000091552734,63.33790588378906,2029800,LMT,2012-07
2012-07-25,88.12000274658203,88.22000122070312,86.55999755859375,87.68000030517578,63.25853729248047,2346300,LMT,2012-07
2012-07-26,88.6500015258789,88.87000274658203,87.95999908447266,88.55000305175781,63.886226654052734,1356800,LMT,2012-07
2012-07-27,88.73999786376953,90.51000213623047,88.6500015258789,90.19999694824219,65.07664489746094,1495600,LMT,2012-07
2012-07-30,89.58999633789062,89.8499984741211,88.77999877929688,89.08000183105469,64.2685775756836,1482300,LMT,2012-07
2012-07-31,89.18000030517578,89.61000061035156,88.97000122070312,89.2699966430664,64.40567779541016,2256200,LMT,2012-07
2012-08-01,89.86000061035156,90.0,88.80000305175781,88.95999908447266,64.1820068359375,3683000,LMT,2012-08
2012-08-02,88.73999786376953,88.83000183105469,87.47000122070312,88.44999694824219,63.81409454345703,1395600,LMT,2012-08
2012-08-03,89.43000030517578,89.55999755859375,88.47000122070312,89.38999938964844,64.49224853515625,1046300,LMT,2012-08
2012-08-06,89.61000061035156,89.83999633789062,88.94000244140625,88.98999786376953,64.20365142822266,837900,LMT,2012-08
2012-08-07,89.44000244140625,90.5,89.12000274658203,90.31999969482422,65.16322326660156,1330200,LMT,2012-08
2012-08-08,90.25,91.0,89.70999908447266,90.88999938964844,65.57444763183594,1084200,LMT,2012-08
2012-08-09,90.4800033569336,90.62999725341797,90.0,90.54000091552734,65.32196807861328,1066900,LMT,2012-08
2012-08-10,90.3499984741211,91.1500015258789,90.19999694824219,91.02999877929688,65.67549133300781,1010900,LMT,2012-08
2012-08-13,90.70999908447266,91.18000030517578,90.54000091552734,91.12000274658203,65.74039459228516,1079700,LMT,2012-08
2012-08-14,91.19000244140625,91.68000030517578,90.9000015258789,91.3499984741211,65.90634155273438,1086300,LMT,2012-08
2012-08-15,90.98999786376953,91.69000244140625,90.72000122070312,91.51000213623047,66.02178955078125,763400,LMT,2012-08
2012-08-16,91.5199966430664,92.23999786376953,91.33000183105469,92.05000305175781,66.41139221191406,4808000,LMT,2012-08
2012-08-17,92.33999633789062,92.5,91.77999877929688,92.4000015258789,66.66389465332031,1574200,LMT,2012-08
2012-08-20,92.12000274658203,93.5,92.12000274658203,93.31999969482422,67.32763671875,1570200,LMT,2012-08
2012-08-21,93.70999908447266,93.98999786376953,93.11000061035156,93.80000305175781,67.67395782470703,1868700,LMT,2012-08
2012-08-22,93.47000122070312,93.5,92.66999816894531,93.02999877929688,67.11841583251953,1614100,LMT,2012-08
2012-08-23,93.0,93.0,91.69999694824219,92.19999694824219,66.51957702636719,1423600,LMT,2012-08
2012-08-24,91.76000213623047,92.68000030517578,91.69999694824219,92.44999694824219,66.69995880126953,1483800,LMT,2012-08
2012-08-27,92.63999938964844,93.0,92.20999908447266,92.27999877929688,66.57731628417969,945600,LMT,2012-08
2012-08-28,91.86000061035156,92.69999694824219,91.37999725341797,92.4800033569336,66.72161865234375,1817900,LMT,2012-08
2012-08-29,92.55000305175781,92.75,91.81999969482422,91.91999816894531,66.31756591796875,969800,LMT,2012-08
2012-08-30,91.02999877929688,91.31999969482422,90.5199966430664,90.93000030517578,66.32488250732422,908300,LMT,2012-08
2012-08-31,91.37000274658203,91.76000213623047,90.7699966430664,91.13999938964844,66.47803497314453,1087400,LMT,2012-08
2012-09-04,91.19000244140625,91.38999938964844,90.01000213623047,90.52999877929688,66.03309631347656,959200,LMT,2012-09
2012-09-05,90.44000244140625,91.58000183105469,90.33999633789062,91.52999877929688,66.76250457763672,1401900,LMT,2012-09
2012-09-06,92.0,92.8499984741211,91.5999984741211,92.83000183105469,67.71075439453125,1220600,LMT,2012-09
2012-09-07,92.80999755859375,92.9800033569336,92.02999877929688,92.18000030517578,67.23663330078125,1161600,LMT,2012-09
2012-09-10,91.79000091552734,92.4800033569336,91.72000122070312,92.02999877929688,67.12722778320312,719400,LMT,2012-09
2012-09-11,92.0,92.5,91.83000183105469,92.23999786376953,67.28038024902344,969100,LMT,2012-09
2012-09-12,92.48999786376953,92.94000244140625,92.26000213623047,92.41999816894531,67.41171264648438,1086400,LMT,2012-09
2012-09-13,92.43000030517578,93.44999694824219,91.94999694824219,93.12999725341797,67.92958068847656,1325200,LMT,2012-09
2012-09-14,93.13999938964844,93.19999694824219,92.0199966430664,92.5199966430664,67.48463439941406,1782200,LMT,2012-09
2012-09-17,92.29000091552734,92.94999694824219,92.0,92.20999908447266,67.25853729248047,4665600,LMT,2012-09
2012-09-18,91.93000030517578,92.08999633789062,91.05999755859375,91.7699966430664,66.93755340576172,1339200,LMT,2012-09
2012-09-19,91.72000122070312,92.3499984741211,91.55999755859375,92.23999786376953,67.28038024902344,1353300,LMT,2012-09
2012-09-20,91.7300033569336,91.88999938964844,91.12000274658203,91.18000030517578,66.50721740722656,1574100,LMT,2012-09
2012-09-21,91.3499984741211,91.73999786376953,91.05000305175781,91.29000091552734,66.58744049072266,2995900,LMT,2012-09
2012-09-24,91.3499984741211,91.48999786376953,90.38999938964844,91.04000091552734,66.40512084960938,1503800,LMT,2012-09
2012-09-25,91.19999694824219,91.88999938964844,91.05000305175781,91.5,66.74063110351562,1899400,LMT,2012-09
2012-09-26,91.48999786376953,92.66999816894531,91.48999786376953,91.91000366210938,67.03968048095703,1185600,LMT,2012-09
2012-09-27,92.18000030517578,92.5,91.43000030517578,92.45999908447266,67.44087219238281,1424400,LMT,2012-09
2012-09-28,92.27999877929688,93.69999694824219,92.08000183105469,93.37999725341797,68.1119155883789,1780600,LMT,2012-09
2012-10-01,93.37000274658203,93.9800033569336,93.05999755859375,93.44000244140625,68.15568542480469,1707700,LMT,2012-10
2012-10-02,93.55000305175781,93.69999694824219,92.27999877929688,93.16000366210938,67.95146179199219,1382100,LMT,2012-10
2012-10-03,93.27999877929688,93.6500015258789,92.83000183105469,93.08999633789062,67.90038299560547,1326800,LMT,2012-10
2012-10-04,93.58000183105469,94.58999633789062,93.5,94.5199966430664,68.94345092773438,1359300,LMT,2012-10
2012-10-05,94.80000305175781,94.9000015258789,94.12999725341797,94.37000274658203,68.83403015136719,1172800,LMT,2012-10
2012-10-08,94.19999694824219,94.58999633789062,94.0,94.01000213623047,68.57144165039062,628600,LMT,2012-10
2012-10-09,94.06999969482422,94.81999969482422,93.70999908447266,93.72000122070312,68.35991668701172,806100,LMT,2012-10
2012-10-10,93.81999969482422,93.81999969482422,92.4800033569336,92.70999908447266,67.62322998046875,1000700,LMT,2012-10
2012-10-11,93.19000244140625,93.44000244140625,92.69999694824219,92.72000122070312,67.63053131103516,533400,LMT,2012-10
2012-10-12,93.05999755859375,93.88999938964844,92.5,92.95999908447266,67.8055648803711,969200,LMT,2012-10
2012-10-15,92.75,92.94000244140625,92.41999816894531,92.5,67.47006225585938,1258100,LMT,2012-10
2012-10-16,92.86000061035156,93.41000366210938,92.70999908447266,93.37000274658203,68.1046371459961,1162800,LMT,2012-10
2012-10-17,93.62999725341797,93.9800033569336,93.23999786376953,93.58000183105469,68.25780487060547,1004600,LMT,2012-10
2012-10-18,93.58000183105469,94.4000015258789,93.19000244140625,94.31999969482422,68.79757690429688,1165700,LMT,2012-10
2012-10-19,94.20999908447266,94.30000305175781,92.69000244140625,92.88999938964844,67.75450897216797,1518900,LMT,2012-10
2012-10-22,92.6500015258789,93.11000061035156,92.0,92.7699966430664,67.66697692871094,762800,LMT,2012-10
2012-10-23,92.27999877929688,92.44000244140625,91.38999938964844,91.94999694824219,67.0688705444336,1222400,LMT,2012-10
2012-10-24,92.08999633789062,94.95999908447266,92.08999633789062,93.91999816894531,68.50579071044922,2011200,LMT,2012-10
2012-10-25,94.5199966430664,94.7300033569336,92.80999755859375,93.55000305175781,68.23591613769531,1111700,LMT,2012-10
2012-10-26,92.86000061035156,93.68000030517578,92.26000213623047,92.83999633789062,67.71803283691406,1469000,LMT,2012-10
2012-10-31,94.44999694824219,94.54000091552734,93.02999877929688,93.66999816894531,68.32344055175781,1171500,LMT,2012-10
2012-11-01,93.7699966430664,94.86000061035156,93.66000366210938,94.19000244140625,68.70274353027344,1189100,LMT,2012-11
2012-11-02,94.5,94.80000305175781,93.5,93.72000122070312,68.35991668701172,2363400,LMT,2012-11
2012-11-05,93.48999786376953,94.4000015258789,92.8499984741211,94.0999984741211,68.63707733154297,1712100,LMT,2012-11
2012-11-06,94.1500015258789,95.91999816894531,93.87999725341797,94.87000274658203,69.19876098632812,1879700,LMT,2012-11
2012-11-07,92.48999786376953,93.37000274658203,89.37999725341797,91.1500015258789,66.48536682128906,3714000,LMT,2012-11
2012-11-08,89.2699966430664,90.9800033569336,89.2699966430664,89.91999816894531,65.58818054199219,1773500,LMT,2012-11
2012-11-09,89.5,90.76000213623047,89.16000366210938,89.9800033569336,65.63194274902344,1782200,LMT,2012-11
2012-11-12,89.81999969482422,90.13999938964844,89.08999633789062,89.80999755859375,65.50796508789062,1550800,LMT,2012-11
2012-11-13,89.06999969482422,91.06999969482422,89.0,90.18000030517578,65.77781677246094,2297200,LMT,2012-11
2012-11-14,90.47000122070312,90.58999633789062,87.87999725341797,88.11000061035156,64.2679672241211,1932600,LMT,2012-11
2012-11-15,88.0199966430664,88.54000091552734,87.08000183105469,87.58000183105469,63.88136291503906,1551800,LMT,2012-11
2012-11-16,87.83000183105469,88.75,87.20999908447266,88.45999908447266,64.52323913574219,1651800,LMT,2012-11
2012-11-19,88.83000183105469,90.5,88.6500015258789,90.4800033569336,65.99665069580078,2026200,LMT,2012-11
2012-11-20,90.48999786376953,90.58000183105469,89.31999969482422,90.18000030517578,65.77781677246094,1516000,LMT,2012-11
2012-11-21,90.5,90.79000091552734,90.30999755859375,90.51000213623047,66.01853942871094,860300,LMT,2012-11
2012-11-23,90.73999786376953,91.9000015258789,90.66999816894531,91.83000183105469,66.98133087158203,652300,LMT,2012-11
2012-11-26,92.30999755859375,93.36000061035156,91.75,93.29000091552734,68.04627227783203,2015200,LMT,2012-11
2012-11-27,93.12000274658203,94.0,92.7300033569336,93.0999984741211,67.9076919555664,1824100,LMT,2012-11
2012-11-28,92.55000305175781,93.69999694824219,91.8499984741211,93.69999694824219,68.34532928466797,1621900,LMT,2012-11
2012-11-29,92.5,93.41999816894531,92.08999633789062,93.04000091552734,68.70718383789062,2116000,LMT,2012-11
2012-11-30,93.33999633789062,94.0999984741211,93.04000091552734,93.30000305175781,68.8991928100586,1651400,LMT,2012-11
2012-12-03,93.25,93.43000030517578,91.54000091552734,91.55000305175781,67.60687255859375,1782300,LMT,2012-12
2012-12-04,91.36000061035156,92.30000305175781,91.25,91.4800033569336,67.55516815185547,2098500,LMT,2012-12
2012-12-05,91.62999725341797,92.08000183105469,90.69999694824219,91.52999877929688,67.59210205078125,1860800,LMT,2012-12
2012-12-06,91.58000183105469,91.94000244140625,90.80000305175781,91.4800033569336,67.55516815185547,1678000,LMT,2012-12
2012-12-07,91.58000183105469,92.0,91.1500015258789,91.9000015258789,67.8653335571289,1064200,LMT,2012-12
2012-12-10,91.75,92.69999694824219,91.54000091552734,92.41000366210938,68.241943359375,1183200,LMT,2012-12
2012-12-11,92.72000122070312,93.0,91.91000366210938,92.0,67.93919372558594,1380400,LMT,2012-12
